1471914433 0 1 0 0 0
1471915793 0 1 1 0 0
1471916113 0 1 2 0 0
1471916833 0 1 2 0 1
1471919291 0 1 2 1 1
1471920268 0 1 2 2 1
1471920889 0 2 2 2 1
1471920951 0 2 2 3 1
1471927711 0 2 3 3 1
1471931750 0 3 3 3 1
1471933409 0 4 3 3 1
1471933666 0 5 3 3 1
1471936952 1 5 3 3 1
1471938009 2 5 3 3 1
1471942050 3 5 3 3 1
1472005342 3 6 3 3 1
1472012717 3 7 3 3 1
1472013068 4 7 3 3 1
1472013263 4 8 3 3 1
1472018747 4 9 3 3 1
1472020638 5 9 3 3 1
1472026295 6 9 3 3 1
1472042069 6 9 4 3 1
1472090209 6 10 4 3 1
1472094099 7 10 4 3 1
1472100664 8 10 4 3 1
1472104797 9 10 4 3 1
1472110407 10 10 4 3 1
1472115921 11 10 4 3 1
1472170823 11 10 5 3 1
